DSType;dataType;numPoints;numColors;gamma;alpha;s;k;rangeSpace;rangeBuildTime;rangeQueryTime;modeSpace;modeBuildTime;modeQueryTime;modeQueryTimeExcludingFirst
AAS2DModeGridDS;synthetic;53496;11;0;0;37;10000;31284336;73519600;53621;28718188;2241801100;41279;41064
AAS2DModeGridDS;synthetic;53496;11;0;0;37;25000;31284336;73519600;52685;28718188;2241801100;38141;37929
AAS2DModeGridDS;synthetic;53496;11;0;0;37;50000;31284336;73519600;48455;28718188;2241801100;29104;29081
AAS2DModeReportDS;synthetic;60183;11;0;0;39;10;35457024;88098700;48682;34494096;85252300;3069;2970
AAS2DModeReportDS;synthetic;60183;11;0;0;39;100;35457024;88098700;52042;34494096;85252300;6881;6716
AAS2DModeReportDS;synthetic;60183;11;0;0;39;1000;35457024;88098700;58153;34494096;85252300;25724;25552
AAS2DModeReportDS;synthetic;60183;11;0;0;39;5000;35457024;88098700;64924;34494096;85252300;99423;98247
AAS2DModeReportDS;synthetic;60183;11;0;0;39;10000;35457024;88098700;61888;34494096;85252300;176383;176511
AAS2DModeReportDS;synthetic;60183;11;0;0;39;25000;35457024;88098700;62449;34494096;85252300;412094;411727
AAS2DModeReportDS;synthetic;60183;11;0;0;39;50000;35457024;88098700;61580;34494096;85252300;1134685;1140938
AAS2DModePerColorDS;synthetic;60183;11;0;0;39;10;35457024;85694200;51493;27929936;69683100;7509;7017
AAS2DModePerColorDS;synthetic;60183;11;0;0;39;100;35457024;85694200;51067;27929936;69683100;9280;8776
AAS2DModePerColorDS;synthetic;60183;11;0;0;39;1000;35457024;85694200;55882;27929936;69683100;11424;10920
AAS2DModePerColorDS;synthetic;60183;11;0;0;39;5000;35457024;85694200;56699;27929936;69683100;11539;11098
AAS2DModePerColorDS;synthetic;60183;11;0;0;39;10000;35457024;85694200;56833;27929936;69683100;11143;10693
AAS2DModePerColorDS;synthetic;60183;11;0;0;39;25000;35457024;85694200;56981;27929936;69683100;10043;9694
AAS2DModePerColorDS;synthetic;60183;11;0;0;39;50000;35457024;85694200;52073;27929936;69683100;4833;4706
AAS2DModeGridDS;synthetic;60183;11;0;0;39;10;35457024;85270200;48910;32765540;2799864000;23569;23349
AAS2DModeGridDS;synthetic;60183;11;0;0;39;100;35457024;85270200;51325;32765540;2799864000;30816;30526
AAS2DModeGridDS;synthetic;60183;11;0;0;39;1000;35457024;85270200;61701;32765540;2799864000;36913;36694
AAS2DModeGridDS;synthetic;60183;11;0;0;39;5000;35457024;85270200;56809;32765540;2799864000;42176;41782
AAS2DModeGridDS;synthetic;60183;11;0;0;39;10000;35457024;85270200;56213;32765540;2799864000;43578;43207
AAS2DModeGridDS;synthetic;60183;11;0;0;39;25000;35457024;85270200;57330;32765540;2799864000;41126;40806
AAS2DModeGridDS;synthetic;60183;11;0;0;39;50000;35457024;85270200;51387;32765540;2799864000;31870;31787
