DSType;dataType;numPoints;numColors;gamma;alpha;s;k;rangeSpace;rangeBuildTime;rangeQueryTime;modeSpace;modeBuildTime;modeQueryTime;modeQueryTimeExcludingFirst
Amc::GridSelectColor;synthetic;150000;50000;0;0;53;1000;94811376;225621000;79398;41798208;131861028600;203640;202537
Amc::GridSelectColor;synthetic;150000;50000;0;0;53;5000;94811376;225621000;81739;41798208;131861028600;437171;435392
Amc::GridSelectColor;synthetic;150000;50000;0;0;53;10000;94811376;225621000;82850;41798208;131861028600;804926;823308
Amc::GridSelectColor;synthetic;150000;50000;0;0;53;25000;94811376;225621000;96527;41798208;131861028600;1183522;1179507
Amc::GridSelectColor;synthetic;150000;50000;0;0;53;50000;94811376;225621000;89402;41798208;131861028600;1547809;1528505
Amc::GridSelectColor;synthetic;150000;50000;0;0;53;75000;94811376;225621000;78495;41798208;131861028600;1666192;1665168
Amc::GridSelectColor;synthetic;150000;50000;0;0;53;100000;94811376;225621000;76738;41798208;131861028600;1785927;1784493
Amc::GridSelectColor;synthetic;150000;50000;0;0;53;150000;94811376;225621000;70483;41798208;131861028600;2026530;2026263
AAS2DModeReportDS;synthetic;200000;50000;0;0;58;10;129211376;316995400;83142;126011376;302508900;3797;3681
AAS2DModeReportDS;synthetic;200000;50000;0;0;58;100;129211376;316995400;85692;126011376;302508900;13410;13254
AAS2DModeReportDS;synthetic;200000;50000;0;0;58;1000;129211376;316995400;89924;126011376;302508900;106128;106007
AAS2DModeReportDS;synthetic;200000;50000;0;0;58;5000;129211376;316995400;93218;126011376;302508900;581915;581995
AAS2DModeReportDS;synthetic;200000;50000;0;0;58;10000;129211376;316995400;94320;126011376;302508900;1258349;1258407
AAS2DModeReportDS;synthetic;200000;50000;0;0;58;25000;129211376;316995400;94819;126011376;302508900;3539180;3538718
AAS2DModeReportDS;synthetic;200000;50000;0;0;58;50000;129211376;316995400;93008;126011376;302508900;7662394;7662927
AAS2DModeReportDS;synthetic;200000;50000;0;0;58;75000;129211376;316995400;91428;126011376;302508900;11756637;11757820
AAS2DModeReportDS;synthetic;200000;50000;0;0;58;100000;129211376;316995400;91556;126011376;302508900;15274505;15273693
AAS2DModeReportDS;synthetic;200000;50000;0;0;58;150000;129211376;316995400;85163;126011376;302508900;22649549;22651268
AAS2DModeReportDS;synthetic;200000;50000;0;0;58;200000;129211376;316995400;79649;126011376;302508900;29244687;29239526
AAS2DModePerColorDS;synthetic;200000;50000;0;0;58;10;129211376;304819900;82942;26247808;111943600;1235324;1216170
AAS2DModePerColorDS;synthetic;200000;50000;0;0;58;100;129211376;304819900;85568;26247808;111943600;1514096;1513816
AAS2DModePerColorDS;synthetic;200000;50000;0;0;58;1000;129211376;304819900;90851;26247808;111943600;2339760;2341607
AAS2DModePerColorDS;synthetic;200000;50000;0;0;58;5000;129211376;304819900;93922;26247808;111943600;3555600;3524662
AAS2DModePerColorDS;synthetic;200000;50000;0;0;58;10000;129211376;304819900;94157;26247808;111943600;4268933;4268276
AAS2DModePerColorDS;synthetic;200000;50000;0;0;58;25000;129211376;304819900;95174;26247808;111943600;5377019;5372920
AAS2DModePerColorDS;synthetic;200000;50000;0;0;58;50000;129211376;304819900;93682;26247808;111943600;6170318;6171491
AAS2DModePerColorDS;synthetic;200000;50000;0;0;58;75000;129211376;304819900;92678;26247808;111943600;6562537;6566704
AAS2DModePerColorDS;synthetic;200000;50000;0;0;58;100000;129211376;304819900;89192;26247808;111943600;6493462;6492752
AAS2DModePerColorDS;synthetic;200000;50000;0;0;58;150000;129211376;304819900;85220;26247808;111943600;5081670;5081302
AAS2DModePerColorDS;synthetic;200000;50000;0;0;58;200000;129211376;304819900;79041;26247808;111943600;2051859;2051505
AAS2DModeGridDS;synthetic;200000;50000;0;0;58;10;129211376;303896900;83870;42690524;192724321800;39467;39367
AAS2DModeGridDS;synthetic;200000;50000;0;0;58;100;129211376;303896900;86261;42690524;192724321800;65886;65354
AAS2DModeGridDS;synthetic;200000;50000;0;0;58;1000;129211376;303896900;91524;42690524;192724321800;190357;189424
AAS2DModeGridDS;synthetic;200000;50000;0;0;58;5000;129211376;303896900;95007;42690524;192724321800;382367;382825
AAS2DModeGridDS;synthetic;200000;50000;0;0;58;10000;129211376;303896900;95737;42690524;192724321800;527408;526703
AAS2DModeGridDS;synthetic;200000;50000;0;0;58;25000;129211376;303896900;95427;42690524;192724321800;814908;813341
AAS2DModeGridDS;synthetic;200000;50000;0;0;58;50000;129211376;303896900;94454;42690524;192724321800;1150300;1150466
AAS2DModeGridDS;synthetic;200000;50000;0;0;58;75000;129211376;303896900;93395;42690524;192724321800;1381178;1377406
AAS2DModeGridDS;synthetic;200000;50000;0;0;58;100000;129211376;303896900;89711;42690524;192724321800;1543860;1543565
AAS2DModeGridDS;synthetic;200000;50000;0;0;58;150000;129211376;303896900;85800;42690524;192724321800;1557180;1556457
