DSType;numPoints;numColors;gamma;alpha;r;k;rangeSpace;rangeBuildTime;rangeQueryTime;modeSpace;modeBuildTime;modeQueryTime
AAS1DModeChanDS;50000;500;-1;-1;200;1000;1400000;2681379900;32982;920016;15840081800;820
AAS1DModeChanDS;50000;500;-1;-1;200;5000;1400000;2681379900;31626;920016;15840081800;828
AAS1DModeChanDS;50000;500;-1;-1;200;10000;1400000;2681379900;32745;920016;15840081800;829
AAS1DModeChanDS;50000;500;-1;-1;200;30000;1400000;2681379900;31881;920016;15840081800;803
AAS1DModeChanDS;50000;500;-1;-1;300;5;1400000;2729491700;33047;1320016;35235380200;294
AAS1DModeChanDS;50000;500;-1;-1;300;10;1400000;2729491700;32505;1320016;35235380200;594
AAS1DModeChanDS;50000;500;-1;-1;300;50;1400000;2729491700;32613;1320016;35235380200;3192
AAS1DModeChanDS;50000;500;-1;-1;300;100;1400000;2729491700;32584;1320016;35235380200;3667
AAS1DModeChanDS;50000;500;-1;-1;300;500;1400000;2729491700;32291;1320016;35235380200;487
AAS1DModeChanDS;50000;500;-1;-1;300;1000;1400000;2729491700;32236;1320016;35235380200;498
AAS1DModeChanDS;50000;500;-1;-1;300;5000;1400000;2729491700;33260;1320016;35235380200;540
AAS1DModeChanDS;50000;500;-1;-1;300;10000;1400000;2729491700;33742;1320016;35235380200;500
AAS1DModeChanDS;50000;500;-1;-1;300;30000;1400000;2729491700;34580;1320016;35235380200;433
AAS1DModeChanDS;50000;500;-1;-1;500;5;1400000;2698438000;33220;2600016;97466925100;282
AAS1DModeChanDS;50000;500;-1;-1;500;10;1400000;2698438000;34353;2600016;97466925100;585
AAS1DModeChanDS;50000;500;-1;-1;500;50;1400000;2698438000;34001;2600016;97466925100;2291
AAS1DModeChanDS;50000;500;-1;-1;500;100;1400000;2698438000;32842;2600016;97466925100;1078
AAS1DModeChanDS;50000;500;-1;-1;500;500;1400000;2698438000;32852;2600016;97466925100;301
AAS1DModeChanDS;50000;500;-1;-1;500;1000;1400000;2698438000;33162;2600016;97466925100;303
AAS1DModeChanDS;50000;500;-1;-1;500;5000;1400000;2698438000;32864;2600016;97466925100;313
AAS1DModeChanDS;50000;500;-1;-1;500;10000;1400000;2698438000;32805;2600016;97466925100;329
AAS1DModeChanDS;50000;500;-1;-1;500;30000;1400000;2698438000;34507;2600016;97466925100;315
AAS1DModeChanDS;50000;500;-1;-1;700;5;1400000;2161080000;33933;4520016;192942353900;289
AAS1DModeChanDS;50000;500;-1;-1;700;10;1400000;2161080000;33441;4520016;192942353900;578
AAS1DModeChanDS;50000;500;-1;-1;700;50;1400000;2161080000;33691;4520016;192942353900;1424
AAS1DModeChanDS;50000;500;-1;-1;700;100;1400000;2161080000;33457;4520016;192942353900;228
AAS1DModeChanDS;50000;500;-1;-1;700;500;1400000;2161080000;33723;4520016;192942353900;219
AAS1DModeChanDS;50000;500;-1;-1;700;1000;1400000;2161080000;34715;4520016;192942353900;219
AAS1DModeChanDS;50000;500;-1;-1;700;5000;1400000;2161080000;33825;4520016;192942353900;228
AAS1DModeChanDS;50000;500;-1;-1;700;10000;1400000;2161080000;33829;4520016;192942353900;221
AAS1DModeChanDS;50000;500;-1;-1;700;30000;1400000;2161080000;33854;4520016;192942353900;197
AAS1DModeGridDS;50000;500;-1;-1;2;5;1400000;2575149200;33505;400032;1922800;285
AAS1DModeGridDS;50000;500;-1;-1;2;10;1400000;2575149200;35071;400032;1922800;617
AAS1DModeGridDS;50000;500;-1;-1;2;50;1400000;2575149200;33968;400032;1922800;3928
AAS1DModeGridDS;50000;500;-1;-1;2;100;1400000;2575149200;34394;400032;1922800;8446
AAS1DModeGridDS;50000;500;-1;-1;2;500;1400000;2575149200;34356;400032;1922800;42276
AAS1DModeGridDS;50000;500;-1;-1;2;1000;1400000;2575149200;34816;400032;1922800;75029
AAS1DModeGridDS;50000;500;-1;-1;2;5000;1400000;2575149200;33550;400032;1922800;269245
AAS1DModeGridDS;50000;500;-1;-1;2;10000;1400000;2575149200;33872;400032;1922800;515332
AAS1DModeGridDS;50000;500;-1;-1;2;30000;1400000;2575149200;34084;400032;1922800;1463040
AAS1DModeGridDS;50000;500;-1;-1;5;5;1400000;2420571400;38063;400116;10156800;284
AAS1DModeGridDS;50000;500;-1;-1;5;10;1400000;2420571400;35408;400116;10156800;618
AAS1DModeGridDS;50000;500;-1;-1;5;50;1400000;2420571400;34848;400116;10156800;4378
AAS1DModeGridDS;50000;500;-1;-1;5;100;1400000;2420571400;35483;400116;10156800;8562
